0,50,200
1,51,201
2,52,202
3,53,203
4,54,204
5,55,205
6,56,206
7,57,207
8,58,208
9,59,209
10,60,210
11,61,211
12,62,212
13,63,213
14,64,214
15,65,215
16,66,216
17,67,217
18,68,218
19,69,219
20,70,220
21,71,221
22,72,222
23,73,223
24,74,224
25,75,225
26,76,226
27,76,227
28,77,228
29,78,229
30,79,230
31,80,231
32,81,232
33,82,233
34,81,234
35,81,235
36,80,236
37,81,237
38,80,238
39,79,239
40,78,240
41,77,241
42,78,242
43,77,243
44,76,244
45,76,245
46,77,246
47,78,247
48,78,248
49,79,249
50,79,250
51,80,251
52,80,252
53,81,253
54,82,254
55,83,255
56,83,256
57,82,257
58,81,258
59,82,259
60,83,260
61,82,261
62,83,262
63,84,263
64,83,264
65,83,265
66,84,266
67,85,267
68,84,268
69,83,269
70,83,270
71,82,271
72,81,272
73,81,273
74,82,274
75,83,275
76,82,276
77,83,277
78,84,278
79,85,279
80,86,280
81,87,281
82,86,282
83,87,283
84,88,284
85,89,285
86,90,286
87,91,287
88,91,288
89,92,289
90,93,290
91,94,291
92,95,292
93,94,293
94,94,294
95,95,295
96,96,296
97,97,297
98,98,298
99,99,299
100,100,300
101,101,301
102,102,301
103,103,301
104,104,301
105,105,301
106,106,301
107,107,301
108,108,302
109,109,301
110,110,301
111,111,301
112,112,302
113,113,303
114,114,302
115,115,301
116,116,302
117,117,303
118,118,302
119,119,301
120,120,301
121,121,302
122,122,301
123,123,302
124,124,303
125,125,303
126,126,302
127,127,302
128,128,303
129,129,304
130,130,304
131,131,304
132,132,303
133,133,303
134,134,302
135,135,302
136,136,302
137,137,301
138,138,301
139,139,301
140,140,302
141,141,303
142,142,304
143,143,305
144,144,306
145,145,306
146,146,306
147,147,305
148,148,304
149,149,305
150,150,304
151,151,303
152,152,302
153,153,301
154,154,302
155,155,302
156,156,303
157,157,302
158,158,302
159,159,302
160,160,303
161,161,304
162,162,305
163,163,304
164,164,305
165,165,305
166,166,306
167,167,305
168,168,305
169,169,306
170,170,306
171,171,306
172,172,307
173,173,306
174,174,307
175,175,307
176,176,306
177,177,305
178,178,304
179,179,303
180,180,302
181,181,303
182,182,302
183,183,302
184,184,301
185,185,302
186,186,303
187,187,302
188,188,303
189,189,304
190,190,304
191,191,303
192,192,302
193,193,301
194,194,301
195,195,302
196,196,303
197,197,304
198,198,304
199,199,304
200,200,303
201,201,302
202,202,302
203,203,301
204,204,301
205,205,302
206,206,301
207,207,302
208,208,302
209,209,302
210,210,301
211,211,302
212,212,303
213,213,302
214,214,302
215,215,303
216,216,303
217,217,302
218,218,302
219,219,303
220,220,302
221,221,301
222,222,302
223,223,303
224,224,304
225,225,305
226,226,306
227,227,305
228,228,304
229,229,305
230,230,305
231,231,306
232,232,307
233,233,306
234,234,305
235,235,306
236,236,305
237,237,305
238,238,304
239,239,303
240,240,302
241,241,301
242,242,301
243,243,302
244,244,302
245,245,301
246,246,302
247,247,302
248,248,302
249,249,302
250,250,303
251,251,304
252,252,303
253,253,302
254,254,303
255,255,302
256,256,302
257,257,303
258,258,303
259,259,302
260,260,301
261,261,302
262,262,302
263,263,301
264,264,301
265,265,302
266,266,302
267,267,302
268,268,303
269,269,304
270,270,305
271,271,306
272,272,305
273,273,305
274,274,305
275,275,306
276,276,306
277,277,305
278,278,304
279,279,303
280,280,302
281,281,302
282,282,303
283,283,303
284,284,302
285,285,302
286,286,303
287,287,304
288,288,303
289,289,304
290,290,303
291,291,304
292,292,305
293,293,304
294,294,303
295,295,302
296,296,303
297,297,302
298,298,301
299,299,301
300,300,301
301,301,300
302,302,299
303,303,298
304,304,297
305,305,296
306,306,295
307,307,294
308,308,293
309,309,292
310,310,291
311,311,290
312,312,289
313,313,288
314,314,287
315,315,286
316,316,285
317,317,284
318,318,283
319,319,282
320,320,281
321,321,280
322,322,279
323,323,278
324,324,277
325,325,276
326,326,275
327,327,274
328,328,273
329,329,272
330,330,271
331,331,270
332,332,269
333,333,268
334,334,267
335,335,266
336,336,265
337,337,264
338,338,263
339,339,262
340,340,261
341,341,260
342,342,259
343,343,258
344,344,257
345,345,256
346,346,255
347,347,254
348,348,253
349,349,252
350,350,251
351,350,250
352,350,249
353,350,248
354,350,247
355,350,246
356,350,245
357,350,244
358,350,243
359,350,242
360,350,241
361,350,240
362,350,239
363,350,238
364,350,238
365,350,238
366,350,238
367,350,238
368,350,238
369,350,238
370,350,238
371,350,238
372,350,238
373,350,238
374,350,238
375,350,238
376,350,238
